sample,emu_frame,slot,routine,flags,x,y,on_screen,screenshot
618,20801,0x1400,$04:FABA,C8,160.625,95.984,True,frame_0618.png
618,20801,0x16C0,$02:90F0,C8,180.0,184.0,True,frame_0618.png
618,20801,0x1700,$02:9274,E0,180.0,176.0,True,frame_0618.png
618,20801,0x1740,$02:90F0,C8,212.0,196.0,True,frame_0618.png
618,20801,0x1780,$02:9274,E0,212.0,188.0,True,frame_0618.png
618,20801,0x17C0,$02:B04A,C8,257.625,104.0,False,frame_0618.png
620,20803,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0620.png
620,20803,0x1080,$04:E6AF,C8,124.0,112.0,True,frame_0620.png
620,20803,0x10C0,$04:E6E1,C0,245.0,112.0,True,frame_0620.png
620,20803,0x1400,$04:FABA,C8,159.875,95.258,True,frame_0620.png
620,20803,0x16C0,$02:90F0,C8,178.0,184.0,True,frame_0620.png
620,20803,0x1700,$02:9274,E0,178.0,176.0,True,frame_0620.png
620,20803,0x1740,$02:90F0,C8,210.0,196.0,True,frame_0620.png
620,20803,0x1780,$02:9274,E0,210.0,188.0,True,frame_0620.png
620,20803,0x17C0,$04:FCC0,D0,255.828,104.0,True,frame_0620.png
622,20805,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0622.png
622,20805,0x1080,$04:E6AF,C8,146.0,112.0,True,frame_0622.png
622,20805,0x1400,$04:FABA,C8,159.125,94.562,True,frame_0622.png
622,20805,0x16C0,$02:90F0,C8,176.0,184.0,True,frame_0622.png
622,20805,0x1700,$02:9274,E0,176.0,176.0,True,frame_0622.png
622,20805,0x1740,$02:90F0,C8,208.0,196.0,True,frame_0622.png
622,20805,0x1780,$02:9274,E0,208.0,188.0,True,frame_0622.png
622,20805,0x17C0,$04:FCC0,D0,254.828,104.0,True,frame_0622.png
624,20807,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0624.png
624,20807,0x1080,$04:E6AF,C8,168.0,112.0,True,frame_0624.png
624,20807,0x1400,$04:FABA,C8,158.375,93.898,True,frame_0624.png
624,20807,0x16C0,$02:90F0,C8,174.0,184.0,True,frame_0624.png
624,20807,0x1700,$02:9274,E0,174.0,176.0,True,frame_0624.png
624,20807,0x1740,$02:90F0,C8,206.0,196.0,True,frame_0624.png
624,20807,0x1780,$02:9274,E0,206.0,188.0,True,frame_0624.png
624,20807,0x17C0,$04:FCC0,D0,253.828,104.0,True,frame_0624.png
626,20809,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0626.png
626,20809,0x1080,$04:E6AF,C8,190.0,112.0,True,frame_0626.png
626,20809,0x1400,$04:FABA,C8,157.625,93.266,True,frame_0626.png
626,20809,0x16C0,$02:90F0,C8,172.0,184.0,True,frame_0626.png
626,20809,0x1700,$02:9274,E0,172.0,176.0,True,frame_0626.png
626,20809,0x1740,$02:90F0,C8,204.0,196.0,True,frame_0626.png
626,20809,0x1780,$02:9274,E0,204.0,188.0,True,frame_0626.png
626,20809,0x17C0,$04:FCC0,D0,252.828,104.0,True,frame_0626.png
628,20811,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0628.png
628,20811,0x1080,$04:E6AF,C8,212.0,112.0,True,frame_0628.png
628,20811,0x1400,$04:FABA,C8,156.875,92.664,True,frame_0628.png
628,20811,0x16C0,$02:90F0,C8,170.0,184.0,True,frame_0628.png
628,20811,0x1700,$02:9274,E0,170.0,176.0,True,frame_0628.png
628,20811,0x1740,$02:90F0,C8,202.0,196.0,True,frame_0628.png
628,20811,0x1780,$02:9274,E0,202.0,188.0,True,frame_0628.png
628,20811,0x17C0,$04:FCC0,D0,251.828,104.0,True,frame_0628.png
630,20813,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0630.png
630,20813,0x1080,$04:E6AF,C8,234.0,112.0,True,frame_0630.png
630,20813,0x10C0,$04:E6AF,C8,102.0,112.0,True,frame_0630.png
630,20813,0x1400,$04:FABA,C8,156.125,92.094,True,frame_0630.png
630,20813,0x16C0,$02:90F0,C8,168.0,184.0,True,frame_0630.png
630,20813,0x1700,$02:9274,E0,168.0,176.0,True,frame_0630.png
630,20813,0x1740,$02:90F0,C8,200.0,196.0,True,frame_0630.png
630,20813,0x1780,$02:9274,E0,200.0,188.0,True,frame_0630.png
630,20813,0x17C0,$04:FCC0,D0,250.828,104.0,True,frame_0630.png
632,20815,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0632.png
632,20815,0x10C0,$04:E6AF,C8,124.0,112.0,True,frame_0632.png
632,20815,0x1400,$04:FABA,C8,155.375,91.555,True,frame_0632.png
632,20815,0x16C0,$02:90F0,C8,166.0,184.0,True,frame_0632.png
632,20815,0x1700,$02:9274,E0,166.0,176.0,True,frame_0632.png
632,20815,0x1740,$02:90F0,C8,198.0,196.0,True,frame_0632.png
632,20815,0x1780,$02:9274,E0,198.0,188.0,True,frame_0632.png
632,20815,0x17C0,$04:FCC0,D0,249.828,104.0,True,frame_0632.png
634,20817,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0634.png
634,20817,0x10C0,$04:E6AF,C8,146.0,112.0,True,frame_0634.png
634,20817,0x1400,$04:FABA,C8,154.625,91.047,True,frame_0634.png
634,20817,0x16C0,$02:91DB,D8,165.0,184.0,True,frame_0634.png
634,20817,0x1700,$02:9274,E0,165.0,176.0,True,frame_0634.png
634,20817,0x1740,$02:90F0,C8,196.0,196.0,True,frame_0634.png
634,20817,0x1780,$02:9274,E0,196.0,188.0,True,frame_0634.png
634,20817,0x17C0,$04:FCC0,D0,248.828,104.0,True,frame_0634.png
636,20819,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0636.png
636,20819,0x10C0,$04:E6AF,C8,168.0,112.0,True,frame_0636.png
636,20819,0x1400,$04:FABA,C8,153.875,90.57,True,frame_0636.png
636,20819,0x16C0,$02:91DB,D8,164.0,184.0,True,frame_0636.png
636,20819,0x1700,$02:9274,E0,164.0,176.0,True,frame_0636.png
636,20819,0x1740,$02:90F0,C8,194.0,196.0,True,frame_0636.png
636,20819,0x1780,$02:9274,E0,194.0,188.0,True,frame_0636.png
636,20819,0x17C0,$04:FCC0,D0,247.828,104.0,True,frame_0636.png
638,20821,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0638.png
638,20821,0x10C0,$04:E6AF,C8,190.0,112.0,True,frame_0638.png
638,20821,0x1400,$04:FABA,C8,153.125,90.125,True,frame_0638.png
638,20821,0x16C0,$02:91DB,D8,163.0,184.0,True,frame_0638.png
638,20821,0x1700,$02:9274,E0,163.0,176.0,True,frame_0638.png
638,20821,0x1740,$02:90F0,C8,192.0,196.0,True,frame_0638.png
638,20821,0x1780,$02:9274,E0,192.0,188.0,True,frame_0638.png
638,20821,0x17C0,$04:FCC0,D0,246.828,104.0,True,frame_0638.png
638,20821,0x1800,$02:B04A,88,272.0,104.0,False,frame_0638.png
640,20823,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0640.png
640,20823,0x10C0,$04:E6AF,C8,212.0,112.0,True,frame_0640.png
640,20823,0x1400,$04:FABA,C8,152.375,89.711,True,frame_0640.png
640,20823,0x16C0,$02:91DB,D8,162.0,184.0,True,frame_0640.png
640,20823,0x1700,$02:9274,E0,162.0,176.0,True,frame_0640.png
640,20823,0x1740,$02:90F0,C8,190.0,196.0,True,frame_0640.png
640,20823,0x1780,$02:9274,E0,190.0,188.0,True,frame_0640.png
640,20823,0x17C0,$04:FCC0,D0,245.828,104.0,True,frame_0640.png
640,20823,0x1800,$02:B04A,C8,268.406,104.0,False,frame_0640.png
642,20825,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0642.png
642,20825,0x1080,$04:E6AF,C8,102.0,112.0,True,frame_0642.png
642,20825,0x10C0,$04:E6AF,C8,234.0,112.0,True,frame_0642.png
642,20825,0x1400,$04:FABA,C8,151.625,89.328,True,frame_0642.png
642,20825,0x16C0,$02:91DB,D8,161.0,184.0,True,frame_0642.png
642,20825,0x1700,$02:9274,E0,161.0,176.0,True,frame_0642.png
642,20825,0x1740,$02:90F0,C8,188.0,196.0,True,frame_0642.png
642,20825,0x1780,$02:9274,E0,188.0,188.0,True,frame_0642.png
642,20825,0x17C0,$04:FCC0,D0,244.828,104.0,True,frame_0642.png
642,20825,0x1800,$02:B04A,C8,264.812,104.0,False,frame_0642.png
644,20827,0x1000,$04:DF96,C8,96.5,112.0,True,frame_0644.png
644,20827,0x1080,$04:E6AF,C8,124.0,112.0,True,frame_0644.png
644,20827,0x1400,$04:FABA,C8,150.875,88.977,True,frame_0644.png
644,20827,0x16C0,$02:91DB,D8,160.0,184.0,True,frame_0644.png
644,20827,0x1700,$02:9274,E0,160.0,176.0,True,frame_0644.png
644,20827,0x1740,$02:90F0,C8,186.0,196.0,True,frame_0644.png
644,20827,0x1780,$02:9274,E0,186.0,188.0,True,frame_0644.png
644,20827,0x17C0,$04:FCC0,D0,243.828,104.0,True,frame_0644.png
